ticker,tickerId,exchangeId,type,secType,regionId,regionCode,currencyId,name,symbol,disSymbol,disExchangeCode,exchangeCode,listStatus,template,derivativeSupport,isPTP,isAdr,filingsSupport,shariahFlag,issuerRegionId,securitySubType,bondSupport,mkTradeTime,tradeTime,status,close,change,changeRatio,marketValue,volume,turnoverRate,overnight,nBaSize,timeZone,tzName,preClose,open,high,low,vibrateRatio,avgVol10D,avgVol3M,negMarketValue,pe,forwardPe,indicatedPe,peTtm,eps,epsTtm,pb,totalShares,outstandingShares,fiftyTwoWkHigh,fiftyTwoWkLow,dividend,yield,baSize,ntvSize,currencyCode,lotSize,latestDividendDate,latestSplitDate,latestEarningsDate,ps,bps,estimateEarningsDate,tradeStatus,bboValve
,913256135,96,2,[61],6,US,247,Apple Inc,AAPL,AAPL,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,1,2025-08-15T13:46:27.563+0000,2025-08-15T13:46:27.563+0000,T,232.52,-0.26,-0.0011,3450645929708.00,7190091,0.0005,0,1,America/New_York,EDT,232.78,233.73,234.22,232.40,0.0078,78905023,56586416,3377932391987.86,38.22,31.51,25.90,35.35,6.08,6.58,52.48,14840390000,14527666736,259.18,168.80,1.040,0.0045,0,0,USD,1,2025-08-11,2020-08-31,,8.45,4.431,10/29-11/03,T,0
,913255598,96,2,[61],6,US,247,Tesla Inc,TSLA,TSLA,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,0,2025-08-15T13:46:28.469+0000,2025-08-15T13:46:28.469+0000,T,333.80,-1.78,-0.0053,1076661290045.98,8987242,0.0028,0,1,America/New_York,EDT,335.58,337.91,339.30,333.38,0.0176,80747487,103345130,938028219619.02,163.76,267.04,76.96,193.46,2.038,1.725,13.92,3225448889,2810133611,488.54,194.67,,0.0000,0,0,USD,1,2022-08-25,2020-08-31,,11.61,23.98,10/21-10/27,T,0
,913256135,96,2,[61],6,US,247,Apple Inc,AAPL,AAPL,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,1,2025-08-15T14:43:33.764+0000,2025-08-15T14:43:33.764+0000,T,231.72,-1.06,-0.0046,3438816654839.00,12701532,0.0009,0,1,America/New_York,EDT,232.78,233.73,234.22,231.43,0.0120,78905023,56586416,3366352388832.59,38.09,31.40,25.90,35.23,6.08,6.58,52.30,14840390000,14527666736,259.18,168.80,1.040,0.0045,0,0,USD,1,2025-08-11,2020-08-31,,8.42,4.431,10/29-11/03,T,0
,913255598,96,2,[61],6,US,247,Tesla Inc,TSLA,TSLA,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,0,2025-08-15T14:43:35.544+0000,2025-08-15T14:43:35.544+0000,T,332.80,-2.79,-0.0083,1073413263014.76,21060463,0.0065,0,1,America/New_York,EDT,335.58,337.91,339.30,331.85,0.0222,80747487,103345130,935198415072.75,163.27,266.24,76.96,192.88,2.038,1.725,13.88,3225448889,2810133611,488.54,194.67,,0.0000,0,0,USD,1,2022-08-25,2020-08-31,,11.57,23.98,10/21-10/27,T,0
,913256135,96,2,[61],6,US,247,Apple Inc,AAPL,AAPL,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,1,2025-08-15T15:41:34.757+0000,2025-08-15T15:41:34.757+0000,T,230.87,-1.92,-0.0082,3426126637350.00,17793575,0.0012,0,1,America/New_York,EDT,232.78,233.73,234.22,230.47,0.0161,78905023,56586416,3353929781006.64,37.95,31.28,25.90,35.10,6.08,6.58,52.10,14840390000,14527666736,259.18,168.80,1.040,0.0045,0,0,USD,1,2025-08-11,2020-08-31,,8.39,4.431,10/29-11/03,T,0
,913255598,96,2,[61],6,US,247,Tesla Inc,TSLA,TSLA,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,0,2025-08-15T15:41:35.168+0000,2025-08-15T15:41:35.168+0000,T,332.03,-3.55,-0.0106,1070931280094.67,28323380,0.0088,0,1,America/New_York,EDT,335.58,337.91,339.30,331.77,0.0224,80747487,103345130,933036017259.08,162.89,265.62,76.96,192.43,2.038,1.725,13.85,3225448889,2810133611,488.54,194.67,,0.0000,0,0,USD,1,2022-08-25,2020-08-31,,11.54,23.98,10/21-10/27,T,0
,913256135,96,2,[61],6,US,247,Apple Inc,AAPL,AAPL,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,1,2025-08-15T16:47:30.412+0000,2025-08-15T16:47:30.412+0000,T,230.60,-2.18,-0.0094,3422193934000.00,23202217,0.0016,0,1,America/New_York,EDT,232.78,233.73,234.22,230.47,0.0161,78905023,56586416,3350079949321.60,37.91,31.25,25.90,35.06,6.08,6.58,52.04,14840390000,14527666736,259.18,168.80,1.040,0.0045,0,0,USD,1,2025-08-11,2020-08-31,,8.38,4.431,10/29-11/03,T,0
,913255598,96,2,[61],6,US,247,Tesla Inc,TSLA,TSLA,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,0,2025-08-15T16:47:32.201+0000,2025-08-15T16:47:32.201+0000,T,329.49,-6.09,-0.0181,1062753154436.61,42563067,0.0132,0,1,America/New_York,EDT,335.58,337.91,339.30,327.02,0.0366,80747487,103345130,925910923488.39,161.65,263.59,76.96,190.96,2.038,1.725,13.74,3225448889,2810133611,488.54,194.67,,0.0000,0,0,USD,1,2022-08-25,2020-08-31,,11.46,23.98,10/21-10/27,T,0
,913256135,96,2,[61],6,US,247,Apple Inc,AAPL,AAPL,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,1,2025-08-15T17:40:48.574+0000,2025-08-15T17:40:48.574+0000,T,230.68,-2.11,-0.0090,3423306963250.00,27720468,0.0019,0,1,America/New_York,EDT,232.78,233.73,234.22,230.23,0.0171,78905023,56586416,3351169524326.80,37.92,31.26,25.90,35.07,6.08,6.58,52.06,14840390000,14527666736,259.18,168.80,1.040,0.0045,0,0,USD,1,2025-08-11,2020-08-31,,8.39,4.431,10/29-11/03,T,0
,913255598,96,2,[61],6,US,247,Tesla Inc,TSLA,TSLA,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,0,2025-08-15T17:40:49.032+0000,2025-08-15T17:40:49.032+0000,T,331.63,-3.95,-0.0118,1069651744520.40,50708650,0.0157,0,1,America/New_York,EDT,335.58,337.91,339.30,327.02,0.0366,80747487,103345130,931921237255.60,162.70,265.30,76.96,192.20,2.038,1.725,13.83,3225448889,2810133611,488.54,194.67,,0.0000,0,0,USD,1,2022-08-25,2020-08-31,,11.53,23.98,10/21-10/27,T,0
,913256135,96,2,[61],6,US,247,Apple Inc,AAPL,AAPL,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,1,2025-08-15T18:50:55.316+0000,2025-08-15T18:50:55.316+0000,T,230.63,-2.15,-0.0092,3422639145700.00,32955703,0.0022,0,1,America/New_York,EDT,232.78,233.73,234.22,229.36,0.0209,78905023,56586416,3350515779323.68,37.91,31.25,25.90,35.06,6.08,6.58,52.05,14840390000,14527666736,259.18,168.80,1.040,0.0045,0,0,USD,1,2025-08-11,2020-08-31,,8.39,4.431,10/29-11/03,T,0
,913255598,96,2,[61],6,US,247,Tesla Inc,TSLA,TSLA,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,0,2025-08-15T18:50:55.941+0000,2025-08-15T18:50:55.941+0000,T,329.18,-6.40,-0.0191,1061753265281.02,57929925,0.0180,0,1,America/New_York,EDT,335.58,337.91,339.30,327.02,0.0366,80747487,103345130,925039782068.98,161.50,263.34,76.96,190.78,2.038,1.725,13.73,3225448889,2810133611,488.54,194.67,,0.0000,0,0,USD,1,2022-08-25,2020-08-31,,11.45,23.98,10/21-10/27,T,0
,913256135,96,2,[61],6,US,247,Apple Inc,AAPL,AAPL,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,1,2025-08-15T19:36:55.170+0000,2025-08-15T19:36:55.170+0000,T,231.43,-1.36,-0.0058,3434437255750.00,38226640,0.0026,0,1,America/New_York,EDT,232.78,233.73,234.22,229.36,0.0209,78905023,56586416,3362065274378.80,38.04,31.36,25.90,35.18,6.08,6.58,52.23,14840390000,14527666736,259.18,168.80,1.040,0.0045,0,0,USD,1,2025-08-11,2020-08-31,,8.41,4.431,10/29-11/03,T,0
,913255598,96,2,[61],6,US,247,Tesla Inc,TSLA,TSLA,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,0,2025-08-15T19:36:57.608+0000,2025-08-15T19:36:57.608+0000,T,329.70,-5.88,-0.0175,1063430176158.41,63919814,0.0198,0,1,America/New_York,EDT,335.58,337.91,339.30,327.02,0.0366,80747487,103345130,926500770533.34,161.75,263.76,76.96,191.09,2.038,1.725,13.75,3225448889,2810133611,488.54,194.67,,0.0000,0,0,USD,1,2022-08-25,2020-08-31,,11.46,23.98,10/21-10/27,T,0
,913256135,96,2,[61],6,US,247,Apple Inc,AAPL,AAPL,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,1,2025-08-15T20:00:04.031+0000,2025-08-15T20:24:43.361+0000,A,231.59,-1.19,-0.0051,3436885920100.00,54896373,0.0037,0,1,America/New_York,EDT,232.78,234.00,234.28,229.34,0.0209,78905023,56586416,3364462339390.24,38.07,31.38,25.90,35.21,6.08,6.58,52.27,14840390000,14527666736,259.18,168.80,1.040,0.0045,0,0,USD,1,2025-08-11,2020-08-31,,8.42,4.431,10/29-11/03,A,0
,913255598,96,2,[61],6,US,247,Tesla Inc,TSLA,TSLA,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,0,2025-08-15T20:00:00.663+0000,2025-08-15T20:24:42.792+0000,A,330.56,-5.02,-0.0150,1066204384747.84,73042277,0.0226,0,1,America/New_York,EDT,335.58,337.66,339.30,327.02,0.0366,80747487,103345130,928917766452.16,162.17,264.45,76.96,191.58,2.038,1.725,13.78,3225448889,2810133611,488.54,194.67,,0.0000,0,0,USD,1,2022-08-25,2020-08-31,,11.49,23.98,10/21-10/27,A,0
,913256135,96,2,[61],6,US,247,Apple Inc,AAPL,AAPL,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,1,2025-08-18T13:52:37.980+0000,2025-08-18T13:52:37.980+0000,T,232.05,0.46,0.0020,3443712499500.00,4335702,0.0003,0,1,America/New_York,EDT,231.59,231.78,232.73,231.34,0.0060,71412959,56607397,3371153043039.60,38.14,31.44,25.90,35.28,6.08,6.58,52.37,14840390000,14527701112,259.18,168.80,1.040,0.0045,0,0,USD,1,2025-08-11,2020-08-31,,8.44,4.431,10/29-11/03,T,0
,913255598,96,2,[61],6,US,247,Tesla Inc,TSLA,TSLA,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,0,2025-08-18T13:52:38.241+0000,2025-08-18T13:52:38.241+0000,T,331.53,0.97,0.0029,1069333070170.17,9460495,0.0029,0,1,America/New_York,EDT,330.56,329.89,333.68,329.59,0.0124,80146946,102997132,931636709513.67,162.65,265.22,76.96,192.15,2.038,1.725,13.82,3225448889,2810112839,488.54,194.67,,0.0000,0,0,USD,1,2022-08-25,2020-08-31,,11.53,23.98,10/21-10/27,T,0
,913256135,96,2,[61],6,US,247,Apple Inc,AAPL,AAPL,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,1,2025-08-18T14:46:12.802+0000,2025-08-18T14:46:12.802+0000,T,230.74,-0.86,-0.0037,3424197386650.00,10888788,0.0007,0,1,America/New_York,EDT,231.59,231.78,233.12,230.37,0.0119,71412959,56607397,3352049116077.32,37.93,31.26,25.90,35.08,6.08,6.58,52.07,14840390000,14527701112,259.18,168.80,1.040,0.0045,0,0,USD,1,2025-08-11,2020-08-31,,8.39,4.431,10/29-11/03,T,0
,913255598,96,2,[61],6,US,247,Tesla Inc,TSLA,TSLA,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,0,2025-08-18T14:46:13.676+0000,2025-08-18T14:46:13.676+0000,T,332.36,1.80,0.0054,1072010192748.04,19996013,0.0062,0,1,America/New_York,EDT,330.56,329.89,334.27,329.59,0.0142,80146946,102997132,933969103170.04,163.06,265.89,76.96,192.63,2.038,1.725,13.86,3225448889,2810112839,488.54,194.67,,0.0000,0,0,USD,1,2022-08-25,2020-08-31,,11.56,23.98,10/21-10/27,T,0
,913256135,96,2,[61],6,US,247,Apple Inc,AAPL,AAPL,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,1,2025-08-18T15:43:54.815+0000,2025-08-18T15:43:54.815+0000,T,230.70,-0.89,-0.0038,3423677973000.00,14936538,0.0010,0,1,America/New_York,EDT,231.59,231.78,233.12,230.37,0.0119,71412959,56607397,3351540646538.40,37.92,31.26,25.90,35.07,6.08,6.58,52.06,14840390000,14527701112,259.18,168.80,1.040,0.0045,0,0,USD,1,2025-08-11,2020-08-31,,8.39,4.431,10/29-11/03,T,0
,913255598,96,2,[61],6,US,247,Tesla Inc,TSLA,TSLA,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,0,2025-08-18T15:43:57.095+0000,2025-08-18T15:43:57.095+0000,T,333.16,2.60,0.0079,1074590551859.24,25653588,0.0080,0,1,America/New_York,EDT,330.56,329.89,334.27,329.59,0.0142,80146946,102997132,936217193441.24,163.45,266.53,76.96,193.09,2.038,1.725,13.89,3225448889,2810112839,488.54,194.67,,0.0000,0,0,USD,1,2022-08-25,2020-08-31,,11.58,23.98,10/21-10/27,T,0
,913256135,96,2,[61],6,US,247,Apple Inc,AAPL,AAPL,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,1,2025-08-18T16:50:22.737+0000,2025-08-18T16:50:22.737+0000,T,230.15,-1.44,-0.0062,3415515758500.00,18242306,0.0012,0,1,America/New_York,EDT,231.59,231.78,233.12,230.11,0.0130,71412959,56607397,3343550410926.80,37.83,31.19,25.90,34.99,6.08,6.58,51.94,14840390000,14527701112,259.18,168.80,1.040,0.0045,0,0,USD,1,2025-08-11,2020-08-31,,8.37,4.431,10/29-11/03,T,0
,913255598,96,2,[61],6,US,247,Tesla Inc,TSLA,TSLA,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,0,2025-08-18T16:50:23.208+0000,2025-08-18T16:50:23.208+0000,T,333.51,2.95,0.0089,1075719458970.39,33088209,0.0103,0,1,America/New_York,EDT,330.56,329.89,335.35,329.59,0.0174,80146946,102997132,937200732934.89,163.62,266.81,76.96,193.29,2.038,1.725,13.91,3225448889,2810112839,488.54,194.67,,0.0000,0,0,USD,1,2022-08-25,2020-08-31,,11.60,23.98,10/21-10/27,T,0
,913256135,96,2,[61],6,US,247,Apple Inc,AAPL,AAPL,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,1,2025-08-18T17:43:17.177+0000,2025-08-18T17:43:17.177+0000,T,231.10,-0.49,-0.0021,3429614129000.00,20788879,0.0014,0,1,America/New_York,EDT,231.59,231.78,233.12,230.11,0.0130,71412959,56607397,3357351726983.20,37.99,31.31,25.90,35.13,6.08,6.58,52.16,14840390000,14527701112,259.18,168.80,1.040,0.0045,0,0,USD,1,2025-08-11,2020-08-31,,8.40,4.431,10/29-11/03,T,0
,913255598,96,2,[61],6,US,247,Tesla Inc,TSLA,TSLA,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,0,2025-08-18T17:43:17.997+0000,2025-08-18T17:43:17.997+0000,T,334.51,3.95,0.0119,1078944907859.39,38468256,0.0119,0,1,America/New_York,EDT,330.56,329.89,335.75,329.59,0.0186,80146946,102997132,940010845773.89,164.11,267.61,76.96,193.87,2.038,1.725,13.95,3225448889,2810112839,488.54,194.67,,0.0000,0,0,USD,1,2022-08-25,2020-08-31,,11.63,23.98,10/21-10/27,T,0
,913256135,96,2,[61],6,US,247,Apple Inc,AAPL,AAPL,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,1,2025-08-18T18:52:34.781+0000,2025-08-18T18:52:34.781+0000,T,231.28,-0.31,-0.0013,3432285399200.00,24043471,0.0016,0,1,America/New_York,EDT,231.59,231.78,233.12,230.11,0.0130,71412959,56607397,3359966713183.36,38.02,31.34,25.90,35.16,6.08,6.58,52.20,14840390000,14527701112,259.18,168.80,1.040,0.0045,0,0,USD,1,2025-08-11,2020-08-31,,8.41,4.431,10/29-11/03,T,0
,913255598,96,2,[61],6,US,247,Tesla Inc,TSLA,TSLA,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,0,2025-08-18T18:52:35.538+0000,2025-08-18T18:52:35.538+0000,T,335.17,4.61,0.0139,1081065640503.91,43485162,0.0135,0,1,America/New_York,EDT,330.56,329.89,335.75,329.59,0.0186,80146946,102997132,941858494965.53,164.43,268.13,76.96,194.25,2.038,1.725,13.98,3225448889,2810112839,488.54,194.67,,0.0000,0,0,USD,1,2022-08-25,2020-08-31,,11.65,23.98,10/21-10/27,T,0
,913256135,96,2,[61],6,US,247,Apple Inc,AAPL,AAPL,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,1,2025-08-18T19:37:56.771+0000,2025-08-18T19:37:56.771+0000,T,231.48,-0.11,-0.0005,3435253477200.00,26584050,0.0018,0,1,America/New_York,EDT,231.59,231.78,233.12,230.11,0.0130,71412959,56607397,3362872253405.76,38.05,31.37,25.90,35.19,6.08,6.58,52.24,14840390000,14527701112,259.18,168.80,1.040,0.0045,0,0,USD,1,2025-08-11,2020-08-31,,8.42,4.431,10/29-11/03,T,0
,913255598,96,2,[61],6,US,247,Tesla Inc,TSLA,TSLA,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,0,2025-08-18T19:37:57.598+0000,2025-08-18T19:37:57.598+0000,T,334.96,4.40,0.0133,1080380232615.00,48236989,0.0150,0,1,America/New_York,EDT,330.56,329.89,336.27,329.59,0.0202,80146946,102997132,941261345987.25,164.33,267.96,76.96,194.13,2.038,1.725,13.97,3225448889,2810112839,488.54,194.67,,0.0000,0,0,USD,1,2022-08-25,2020-08-31,,11.65,23.98,10/21-10/27,T,0
,913256135,96,2,[61],6,US,247,Apple Inc,AAPL,AAPL,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,1,2025-08-18T20:00:02.507+0000,2025-08-18T20:23:03.753+0000,A,230.89,-0.70,-0.0030,3426497647100.00,36055285,0.0024,0,1,America/New_York,EDT,231.59,231.70,233.12,230.11,0.0130,71412959,56607397,3354300909749.68,37.95,31.29,25.90,35.10,6.08,6.58,52.11,14840390000,14527701112,259.18,168.80,1.040,0.0045,0,0,USD,1,2025-08-11,2020-08-31,,8.39,4.431,10/29-11/03,A,0
,913255598,96,2,[61],6,US,247,Tesla Inc,TSLA,TSLA,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,0,2025-08-18T20:00:00.725+0000,2025-08-18T20:23:13.373+0000,A,335.16,4.60,0.0139,1081041449637.24,56583046,0.0175,0,1,America/New_York,EDT,330.56,329.62,336.27,329.59,0.0202,80146946,102997132,941837419119.24,164.43,268.13,76.96,194.25,2.038,1.725,13.98,3225448889,2810112839,488.54,194.67,,0.0000,0,0,USD,1,2022-08-25,2020-08-31,,11.65,23.98,10/21-10/27,A,0
,913256135,96,2,[61],6,US,247,Apple Inc,AAPL,AAPL,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,1,2025-08-19T13:46:15.169+0000,2025-08-19T13:46:15.169+0000,T,231.23,0.34,0.0015,3431543379700.00,3163763,0.0002,0,1,America/New_York,EDT,230.89,231.30,232.05,230.59,0.0063,55548017,56467649,3359076933147.94,38.01,31.33,25.90,35.15,6.08,6.58,52.18,14840390000,14526994478,259.18,168.80,1.040,0.0045,0,0,USD,1,2025-08-11,2020-08-31,,8.41,4.431,10/29-11/03,T,0
,913255598,96,2,[61],6,US,247,Tesla Inc,TSLA,TSLA,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,0,2025-08-19T13:46:15.475+0000,2025-08-19T13:46:15.475+0000,T,334.78,-0.38,-0.0011,1079815779059.42,7357388,0.0023,0,1,America/New_York,EDT,335.16,335.72,337.35,333.30,0.0121,76687697,102482402,940769576240.42,164.24,267.82,76.96,194.03,2.038,1.725,13.96,3225448889,2810112839,488.54,202.59,,0.0000,0,0,USD,1,2022-08-25,2020-08-31,,11.64,23.98,10/21-10/27,T,0
,913256135,96,2,[61],6,US,247,Apple Inc,AAPL,AAPL,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,1,2025-08-19T14:43:29.377+0000,2025-08-19T14:43:29.377+0000,T,231.41,0.52,0.0023,3434214649900.00,8812257,0.0006,0,1,America/New_York,EDT,230.89,231.30,232.87,230.59,0.0099,55548017,56467649,3361691792153.98,38.04,31.36,25.90,35.18,6.08,6.58,52.23,14840390000,14526994478,259.18,168.80,1.040,0.0045,0,0,USD,1,2025-08-11,2020-08-31,,8.41,4.431,10/29-11/03,T,0
,913255598,96,2,[61],6,US,247,Tesla Inc,TSLA,TSLA,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,0,2025-08-19T14:43:29.590+0000,2025-08-19T14:43:29.590+0000,T,332.71,-2.45,-0.0073,1073139099859.19,27566426,0.0085,0,1,America/New_York,EDT,335.16,335.72,340.55,332.23,0.0248,76687697,102482402,934952642663.69,163.23,266.17,76.96,192.83,2.038,1.725,13.87,3225448889,2810112839,488.54,202.59,,0.0000,0,0,USD,1,2022-08-25,2020-08-31,,11.57,23.98,10/21-10/27,T,0
,913256135,96,2,[61],6,US,247,Apple Inc,AAPL,AAPL,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,1,2025-08-19T15:41:08.062+0000,2025-08-19T15:41:08.062+0000,T,231.46,0.57,0.0025,3434956669400.00,13669363,0.0009,0,1,America/New_York,EDT,230.89,231.30,232.87,230.47,0.0104,55548017,56467649,3362418141877.88,38.05,31.36,25.90,35.19,6.08,6.58,52.24,14840390000,14526994478,259.18,168.80,1.040,0.0045,0,0,USD,1,2025-08-11,2020-08-31,,8.42,4.431,10/29-11/03,T,0
,913255598,96,2,[61],6,US,247,Tesla Inc,TSLA,TSLA,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,0,2025-08-19T15:41:08.173+0000,2025-08-19T15:41:08.173+0000,T,332.48,-2.68,-0.0080,1072397246614.72,39770682,0.0123,0,1,America/New_York,EDT,335.16,335.72,340.55,330.65,0.0295,76687697,102482402,934306316710.72,163.12,265.98,76.96,192.70,2.038,1.725,13.86,3225448889,2810112839,488.54,202.59,,0.0000,0,0,USD,1,2022-08-25,2020-08-31,,11.56,23.98,10/21-10/27,T,0
,913256135,96,2,[61],6,US,247,Apple Inc,AAPL,AAPL,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,1,2025-08-19T16:46:26.820+0000,2025-08-19T16:46:26.820+0000,T,230.86,-0.03,-0.0001,3426052435400.00,17123755,0.0012,0,1,America/New_York,EDT,230.89,231.30,232.87,230.47,0.0104,55548017,56467649,3353701945191.08,37.95,31.28,25.90,35.10,6.08,6.58,52.10,14840390000,14526994478,259.18,168.80,1.040,0.0045,0,0,USD,1,2025-08-11,2020-08-31,,8.39,4.431,10/29-11/03,T,0
,913255598,96,2,[61],6,US,247,Tesla Inc,TSLA,TSLA,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,0,2025-08-19T16:46:27.798+0000,2025-08-19T16:46:27.798+0000,T,331.56,-3.60,-0.0107,1069429833636.84,46953916,0.0146,0,1,America/New_York,EDT,335.16,335.72,340.55,330.65,0.0295,76687697,102482402,931721012898.84,162.66,265.25,76.96,192.16,2.038,1.725,13.83,3225448889,2810112839,488.54,202.59,,0.0000,0,0,USD,1,2022-08-25,2020-08-31,,11.53,23.98,10/21-10/27,T,0
,913256135,96,2,[61],6,US,247,Apple Inc,AAPL,AAPL,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,1,2025-08-19T17:39:41.417+0000,2025-08-19T17:39:41.417+0000,T,230.81,-0.09,-0.0004,3425236213950.00,19976473,0.0013,0,1,America/New_York,EDT,230.89,231.30,232.87,230.06,0.0121,55548017,56467649,3352902960494.79,37.94,31.27,25.90,35.09,6.08,6.58,52.09,14840390000,14526994478,259.18,168.80,1.040,0.0045,0,0,USD,1,2025-08-11,2020-08-31,,8.39,4.431,10/29-11/03,T,0
,913255598,96,2,[61],6,US,247,Tesla Inc,TSLA,TSLA,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,0,2025-08-19T17:39:43.302+0000,2025-08-19T17:39:43.302+0000,T,330.35,-4.82,-0.0144,1065510913236.71,56009892,0.0174,0,1,America/New_York,EDT,335.16,335.72,340.55,327.85,0.0379,76687697,102482402,928306725799.46,162.07,264.28,76.96,191.46,2.038,1.725,13.78,3225448889,2810112839,488.54,202.59,,0.0000,0,0,USD,1,2022-08-25,2020-08-31,,11.49,23.98,10/21-10/27,T,0
,913256135,96,2,[61],6,US,247,Apple Inc,AAPL,AAPL,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,1,2025-08-19T18:48:07.950+0000,2025-08-19T18:48:07.950+0000,T,229.72,-1.17,-0.0051,3409134390800.00,23731969,0.0016,0,1,America/New_York,EDT,230.89,231.30,232.87,229.62,0.0141,55548017,56467649,3337141171486.16,37.76,31.13,25.90,34.92,6.08,6.58,51.84,14840390000,14526994478,259.18,168.80,1.040,0.0045,0,0,USD,1,2025-08-11,2020-08-31,,8.35,4.431,10/29-11/03,T,0
,913255598,96,2,[61],6,US,247,Tesla Inc,TSLA,TSLA,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,0,2025-08-19T18:48:11.072+0000,2025-08-19T18:48:11.072+0000,T,328.30,-6.86,-0.0205,1058914870258.70,61929229,0.0192,0,1,America/New_York,EDT,335.16,335.72,340.55,327.85,0.0379,76687697,102482402,922560045043.70,161.07,262.64,76.96,190.27,2.038,1.725,13.69,3225448889,2810112839,488.54,202.59,,0.0000,0,0,USD,1,2022-08-25,2020-08-31,,11.42,23.98,10/21-10/27,T,0
,913256135,96,2,[61],6,US,247,Apple Inc,AAPL,AAPL,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,1,2025-08-19T19:36:23.276+0000,2025-08-19T19:36:23.276+0000,T,230.18,-0.71,-0.0031,3415960970200.00,26655637,0.0018,0,1,America/New_York,EDT,230.89,231.30,232.87,229.35,0.0152,55548017,56467649,3343823588946.04,37.84,31.19,25.90,34.99,6.08,6.58,51.95,14840390000,14526994478,259.18,168.80,1.040,0.0045,0,0,USD,1,2025-08-11,2020-08-31,,8.37,4.431,10/29-11/03,T,0
,913255598,96,2,[61],6,US,247,Tesla Inc,TSLA,TSLA,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,0,2025-08-19T19:36:23.335+0000,2025-08-19T19:36:23.335+0000,T,329.87,-5.29,-0.0158,1063982373008.21,67288737,0.0209,0,1,America/New_York,EDT,335.16,335.72,340.55,327.85,0.0379,76687697,102482402,926975013325.05,161.84,263.90,76.96,191.19,2.038,1.725,13.76,3225448889,2810112839,488.54,202.59,,0.0000,0,0,USD,1,2022-08-25,2020-08-31,,11.47,23.98,10/21-10/27,T,0
,913256135,96,2,[61],6,US,247,Apple Inc,AAPL,AAPL,NASDAQ,NSQ,1,stock,1,0,0,0,1,6,401,1,2025-08-19T20:00:01.100+0000,2025-08-19T20:23:55.302+0000,A,230.56,-0.33,-0.0014,3421600318400.00,36830236,0.0025,0,1,America/New_York,EDT,230.89,231.28,232.87,229.35,0.0152,55548017,56467649,3349343846847.68,37.90,31.24,25.90,35.05,6.08,6.58,52.03,14840390000,14526994478,259.18,168.80,1.040,0.0045,0,0,USD,1,2025-08-11,2020-08-31,,8.38,4.431,10/29-11/03,A,0
